geneID_human	geneID_mouse	humanMouseConnection	diseaseName	DO_ID	OMIM_ID	mouseStrain	mouseMGI_ID	mouseMP_ID	MPnames
16502	RCAN3	Rcan3	n					MGI:1858220		
16503	RCBTB1	Rcbtb1	n					MGI:1918580		
16504	RCBTB2	Rcbtb2	n					MGI:1917200		
16505	RCC1	Rcc1	n					MGI:1913989		
16506	RCC1L	Rcc1l	n				Rcc1l<tm1a(EUCOMM)Hmgu>	MGI:2137600	MP:0005397 MP:0005387	immune system phenotype,hematopoietic system phenotype
16507	RCC2	Rcc2	n				Rcc2<tm1a(EUCOMM)Wtsi>,Rcc2<tm1b(EUCOMM)Wtsi>	MGI:1919784	MP:0010771 MP:0005376 MP:0003631 MP:0005391 MP:0005397 MP:0001186	pigmentation phenotype,nervous system phenotype,homeostasis/metabolism phenotype,vision/eye phenotype,hematopoietic system phenotype,integument phenotype
16508	RCCD1	Rccd1	n				Rccd1<tm1.1(KOMP)Wtsi>	MGI:2444156		
16509	RCE1	Rce1	n				Rce1<tm1Kim>,Rce1<tm2.1Kim>,Rce1<tm2Kim>	MGI:1336895	MP:0010771 MP:0005378 MP:0005376 MP:0005369 MP:0010768 MP:0005385 MP:0005386	muscle phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cardiovascular system phenotype,behavior/neurological phenotype,mortality/aging,integument phenotype
16510	RCHY1	Rchy1	n				Rchy1<Gt(OST215898)Lex>,Rchy1<tm1.1Raz>	MGI:1915348	MP:0005384	cellular phenotype
16511	RCL1	Rcl1	n				Rcl1<Gt(Ayu21-W319)Imeg>,Rcl1<Gt(OST375394)Lex>	MGI:1913275		
16512	RCN1	Rcn1	n				Rcn1<tm1a(EUCOMM)Hmgu>,Rcn1<tm1b(EUCOMM)Hmgu>	MGI:104559		
16513	RCN2	Rcn2	n				Rcn2<em1(IMPC)Mbp>	MGI:1349765		
16514	RCN3	Rcn3	n				Rcn3<tm1b(EUCOMM)Hmgu>	MGI:1277122		
16515	RCOR1	Rcor1	n				Rcor1<tm1Gman>,Rcor1<tm2.1Gman>,Rcor1<tm2.2Gman>	MGI:106340	MP:0005380 MP:0002873 MP:0010768 MP:0005397	normal phenotype,embryo phenotype,hematopoietic system phenotype,mortality/aging
16516	RCOR2	Rcor2	n				Rcor2<em1Xqw>,Rcor2<tm1.1Gman>,Rcor2<tm1a(EUCOMM)Wtsi>,Rcor2<tm1c(EUCOMM)Wtsi>	MGI:1859854	MP:0003631 MP:0005384	nervous system phenotype,cellular phenotype
16517	RCOR3	Rcor3	n					MGI:2441920		
16518	RCSD1	Rcsd1	n					MGI:2676394		
16519	RCVRN	Rcvrn	n				Rcvrn<tm1Clma>	MGI:97883	MP:0005391	vision/eye phenotype
16520	RD3	Rd3	y	Leber congenital amaurosis 12	DOID:0110080	OMIM:610612	Rd3<rd3>	MGI:1921273	MP:0005391 MP:0003631	nervous system phenotype,vision/eye phenotype
16521	RD3L	Rd3l	n					MGI:2675860		
16522	RDH10	Rdh10	n				Rdh10<m366Asp>,Rdh10<tm1.1Eper>,Rdh10<tm1.1Ics>,Rdh10<tm1a(KOMP)Wtsi>,Rdh10<tm1c(KOMP)Wtsi>,Rdh10<tm1d(KOMP)Wtsi>,Rdh10<tm1Eper>,Rdh10<tm1Ics>,Rdh10<tm2Ics>,Rdh10<trex>	MGI:1924238	MP:0005391 MP:0005377 MP:0003631 MP:0005371 MP:0005381 MP:0005390 MP:0005367 MP:0005386 MP:0005388 MP:0005370 MP:0005380 MP:0010768 MP:0002873 MP:0005389 MP:0005378 MP:0005385 MP:0005382 MP:0005376 MP:0005379 MP:0005394	normal phenotype,nervous system phenotype,renal/urinary system phenotype,liver/biliary system phenotype,limbs/digits/tail phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,digestive/alimentary phenotype,craniofacial phenotype,cardiovascular system phenotype,behavior/neurological phenotype,respiratory system phenotype,reproductive system phenotype,skeleton phenotype,vision/eye phenotype,taste/olfaction phenotype,mortality/aging
16523	RDH11	Rdh11	n				Rdh11<tm1Akjc>,Rdh11<tm1Tsyk>	MGI:102581	MP:0005391	vision/eye phenotype
16524	RDH12	Rdh12	n				Rdh12<tm1.1Cahb>,Rdh12<tm1Kpal>	MGI:1925224	MP:0005391 MP:0003631 MP:0005384	nervous system phenotype,cellular phenotype,vision/eye phenotype
16525	RDH13	Rdh13	n				Rdh13<tm1Lex>,Rdh13<tm1Xuxn>	MGI:1918732	MP:0003631 MP:0005391 MP:0005386 MP:0005376	nervous system phenotype,homeostasis/metabolism phenotype,behavior/neurological phenotype,vision/eye phenotype
16526	RDH14	Rdh14	n					MGI:1920402		
16527	RDH16	Rdh1	n				Rdh1<tm1.1Jln>	MGI:1195275	MP:0005370 MP:0005367 MP:0005375 MP:0005378 MP:0005376	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16528	RDH16	Rdh16	n				Rdh1<tm1.1Jln>	MGI:1201375	MP:0005376	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16529	RDH16	Rdh16f2	n				Rdh1<tm1.1Jln>	MGI:3583955		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16530	RDH16	Rdh19	n				Rdh1<tm1.1Jln>	MGI:2678390		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16531	RDH16	Rdh7	n				Rdh1<tm1.1Jln>	MGI:1860517		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16532	RDH16	Rdh9	n				Rdh1<tm1.1Jln>	MGI:2143528	MP:0002873	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16533	RDH16	Rdh1	n				Rdh1<tm1.1Jln>	MGI:1195275	MP:0005370 MP:0005367 MP:0005375 MP:0005378 MP:0005376	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16534	RDH16	Rdh16	n				Rdh1<tm1.1Jln>	MGI:1201375	MP:0005376	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16535	RDH16	Rdh16f2	n				Rdh1<tm1.1Jln>	MGI:3583955		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16536	RDH16	Rdh19	n				Rdh1<tm1.1Jln>	MGI:2678390		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16537	RDH16	Rdh7	n				Rdh1<tm1.1Jln>	MGI:1860517		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16538	RDH16	Rdh9	n				Rdh1<tm1.1Jln>	MGI:2143528	MP:0002873	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16539	RDH16	Rdh1	n				Rdh1<tm1.1Jln>	MGI:1195275	MP:0005370 MP:0005367 MP:0005375 MP:0005378 MP:0005376	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16540	RDH16	Rdh16	n				Rdh1<tm1.1Jln>	MGI:1201375	MP:0005376	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16541	RDH16	Rdh16f2	n				Rdh1<tm1.1Jln>	MGI:3583955		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16542	RDH16	Rdh19	n				Rdh1<tm1.1Jln>	MGI:2678390		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16543	RDH16	Rdh7	n				Rdh1<tm1.1Jln>	MGI:1860517		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16544	RDH16	Rdh9	n				Rdh1<tm1.1Jln>	MGI:2143528	MP:0002873	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16545	RDH16	Rdh1	n				Rdh1<tm1.1Jln>	MGI:1195275	MP:0005370 MP:0005367 MP:0005375 MP:0005378 MP:0005376	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16546	RDH16	Rdh16	n				Rdh1<tm1.1Jln>	MGI:1201375	MP:0005376	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16547	RDH16	Rdh16f2	n				Rdh1<tm1.1Jln>	MGI:3583955		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16548	RDH16	Rdh19	n				Rdh1<tm1.1Jln>	MGI:2678390		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16549	RDH16	Rdh7	n				Rdh1<tm1.1Jln>	MGI:1860517		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16550	RDH16	Rdh9	n				Rdh1<tm1.1Jln>	MGI:2143528	MP:0002873	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16551	RDH16	Rdh1	n				Rdh1<tm1.1Jln>	MGI:1195275	MP:0005370 MP:0005367 MP:0005375 MP:0005378 MP:0005376	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16552	RDH16	Rdh16	n				Rdh1<tm1.1Jln>	MGI:1201375	MP:0005376	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16553	RDH16	Rdh16f2	n				Rdh1<tm1.1Jln>	MGI:3583955		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16554	RDH16	Rdh19	n				Rdh1<tm1.1Jln>	MGI:2678390		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16555	RDH16	Rdh7	n				Rdh1<tm1.1Jln>	MGI:1860517		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16556	RDH16	Rdh9	n				Rdh1<tm1.1Jln>	MGI:2143528	MP:0002873	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16557	RDH16	Rdh1	n				Rdh1<tm1.1Jln>	MGI:1195275	MP:0005370 MP:0005367 MP:0005375 MP:0005378 MP:0005376	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16558	RDH16	Rdh16	n				Rdh1<tm1.1Jln>	MGI:1201375	MP:0005376	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16559	RDH16	Rdh16f2	n				Rdh1<tm1.1Jln>	MGI:3583955		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16560	RDH16	Rdh19	n				Rdh1<tm1.1Jln>	MGI:2678390		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16561	RDH16	Rdh7	n				Rdh1<tm1.1Jln>	MGI:1860517		renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16562	RDH16	Rdh9	n				Rdh1<tm1.1Jln>	MGI:2143528	MP:0002873	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16563	RDH5	Rdh5	n				Rdh5<tm1Drie>,Rdh5<tm1Wsb>	MGI:1201412	MP:0005391	vision/eye phenotype
16564	RDH8	Rdh8	n				Rdh8<tm1Kpal>	MGI:2685028	MP:0005385 MP:0001186 MP:0003631 MP:0005391	pigmentation phenotype,nervous system phenotype,cardiovascular system phenotype,vision/eye phenotype
16565	RDM1	Rdm1	n					MGI:1913849		
16566	RDX	Rdx	n				Rdx<tm1.1(KOMP)Vlcg>,Rdx<tm1(KOMP)Vlcg>,Rdx<tm1Sts>	MGI:97887	MP:0003631 MP:0005377 MP:0005386 MP:0005370 MP:0010768 MP:0005389 MP:0005376	nervous system phenotype,liver/biliary system phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,behavior/neurological phenotype,reproductive system phenotype,mortality/aging
16567	REC114	Rec114	n				Rec114<tm1(KOMP)Wtsi>	MGI:1920923		
16568	REC8	Rec8	n				Rec8<mei8>,Rec8<tm1.1Kktk>,Rec8<tm1a(KOMP)Wtsi>,Rec8<tm1b(KOMP)Wtsi>,Rec8<tm1e.1(KOMP)Wtsi>,Rec8<tm1e(KOMP)Wtsi>,Rec8<tm1Mjm>	MGI:1929645	MP:0010768 MP:0005389 MP:0005379 MP:0005378	growth/size/body region phenotype,endocrine/exocrine gland phenotype,reproductive system phenotype,mortality/aging
16569	RECK	Reck	n				Reck<em1Nat>,Reck<tm1.1Noda>,Reck<tm1.2Noda>,Reck<tm1Ito>,Reck<tm2.1Noda>,Reck<tm2.2Noda>,Reck<tm3.1(cre/ERT2)Noda>	MGI:1855698	MP:0003631 MP:0005371 MP:0005390 MP:0005380 MP:0005370 MP:0005385 MP:0010768 MP:0010771 MP:0005384 MP:0005378	nervous system phenotype,liver/biliary system phenotype,limbs/digits/tail phenotype,growth/size/body region phenotype,embryo phenotype,cellular phenotype,cardiovascular system phenotype,skeleton phenotype,mortality/aging,integument phenotype
16570	RECQL	Recql	n				Recql<Gt(OST81364)Lex>,Recql<tm1Pjb>	MGI:103021	MP:0005384	cellular phenotype
16571	RECQL4	Recql4	y	Rothmund-Thomson syndrome	DOID:2732	OMIM:268400	Recql4<Gt1794Wcl>,Recql4<tm1.1Arte>,Recql4<tm1.1(KOMP)Vlcg>,Recql4<tm1.2Arte>,Recql4<tm1Abe>,Recql4<tm1Furu>,Recql4<tm1Glu>,Recql4<tm1(KOMP)Vlcg>	MGI:1931028	MP:0005379 MP:0005375 MP:0005378 MP:0010771 MP:0005382 MP:0005390 MP:0005387 MP:0005384 MP:0005386 MP:0005380 MP:0001186 MP:0002006 MP:0005397 MP:0010768 MP:0005381 MP:0005371	pigmentation phenotype,neoplasm,limbs/digits/tail phenotype,adipose tissue phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,digestive/alimentary phenotype,craniofacial phenotype,cellular phenotype,behavior/neurological phenotype,immune system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging,integument phenotype
16572	RECQL5	Recql5	n				Recql5<tm1.1Glu>,Recql5<tm1Glu>	MGI:2156841	MP:0005384	cellular phenotype
16573	REEP1	Reep1	n				Reep1<Gt(OST398247)Tigm>,Reep1<tm1.1Cahb>	MGI:1098827	MP:0005386 MP:0003631 MP:0005390	nervous system phenotype,behavior/neurological phenotype,skeleton phenotype
16574	REEP2	Reep2	n					MGI:2385070		
16575	REEP3	Reep3	n				Reep3<Gt(Ayu21-B135)Imeg>	MGI:88930		
16576	REEP4	Reep4	n					MGI:1919799		
16577	REEP5	Reep5	n				Reep5<Gt(OST296938)Lex>	MGI:1270152	MP:0002873	normal phenotype
16578	REEP6	Reep6	n				Reep6<em1Ruch>,Reep6<em2Ruch>,Reep6<tm1Asw>	MGI:1917585		
16579	REG1A	Reg1	n				Reg1<tm1Okam>	MGI:97895	MP:0005379	endocrine/exocrine gland phenotype
16580	REG1A	Reg2	n				Reg1<tm1Okam>	MGI:97896	MP:0003631 MP:0010768 MP:0005386 MP:0005370 MP:0005376 MP:0005384	endocrine/exocrine gland phenotype
16581	REG1A	Reg1	n				Reg1<tm1Okam>	MGI:97895	MP:0005379	endocrine/exocrine gland phenotype
16582	REG1A	Reg2	n				Reg1<tm1Okam>	MGI:97896	MP:0003631 MP:0010768 MP:0005386 MP:0005370 MP:0005376 MP:0005384	endocrine/exocrine gland phenotype
16583	REG1B	Reg1	n				Reg1<tm1Okam>	MGI:97895	MP:0005379	endocrine/exocrine gland phenotype
16584	REG1B	Reg2	n				Reg1<tm1Okam>	MGI:97896	MP:0003631 MP:0010768 MP:0005386 MP:0005370 MP:0005376 MP:0005384	endocrine/exocrine gland phenotype
16585	REG1B	Reg1	n				Reg1<tm1Okam>	MGI:97895	MP:0005379	endocrine/exocrine gland phenotype
16586	REG1B	Reg2	n				Reg1<tm1Okam>	MGI:97896	MP:0003631 MP:0010768 MP:0005386 MP:0005370 MP:0005376 MP:0005384	endocrine/exocrine gland phenotype
16587	REG3A	Reg3a	n				Reg3a<tm1(KOMP)Vlcg>	MGI:109408		
16588	REG3A	Reg3b	n				Reg3a<tm1(KOMP)Vlcg>	MGI:97478	MP:0005376	
16589	REG3A	Reg3a	n				Reg3a<tm1(KOMP)Vlcg>	MGI:109408		
16590	REG3A	Reg3b	n				Reg3a<tm1(KOMP)Vlcg>	MGI:97478	MP:0005376	
16591	REG3G	Reg3g	n				Reg3g<tm1.1Lvh>,Reg3g<tm1a(KOMP)Wtsi>	MGI:109406	MP:0005381 MP:0005387 MP:0005397 MP:0005376	homeostasis/metabolism phenotype,digestive/alimentary phenotype,immune system phenotype,hematopoietic system phenotype
16592	REG4	Reg4	n				Reg4<tm1a(EUCOMM)Hmgu>,Reg4<tm1(HBEGF/DsRed)Cle>,Reg4<tm1Lex>	MGI:1914959		
16593	REL	Rel	n				Rel<M1Btlr>,Rel<tm1a(EUCOMM)Wtsi>,Rel<tm1b(EUCOMM)Wtsi>,Rel<tm1Brv>,Rel<tm1Grd>,Rel<tm1Hcl>,Rel<tm1Ukl>	MGI:97897	MP:0005384 MP:0005376 MP:0010768 MP:0010771 MP:0002873 MP:0005397 MP:0005385 MP:0005378 MP:0003631 MP:0005381 MP:0005390 MP:0005387 MP:0005388 MP:0005370 MP:0005386 MP:0005380	normal phenotype,nervous system phenotype,liver/biliary system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,digestive/alimentary phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,respiratory system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging,integument phenotype
16594	RELA	Rela	n				Rela<tm1.1Barts>,Rela<tm1.1Gho>,Rela<tm1.1Ukl>,Rela<tm1.2Gho>,Rela<tm1Asba>,Rela<tm1Bal>,Rela<tm1Jpy>,Rela<tm1Mpa>,Rela<tm1Rsch>,Rela<tm1Ukl>,Rela<tm1Yuo>,Rela<tm2.1Gho>,Rela<tm2.1Mpa>	MGI:103290	MP:0010771 MP:0005378 MP:0005379 MP:0005369 MP:0005384 MP:0005376 MP:0005387 MP:0005390 MP:0005380 MP:0005388 MP:0005370 MP:0010768 MP:0002873 MP:0005385 MP:0005397 MP:0003631 MP:0005371 MP:0005381 MP:0005391	normal phenotype,nervous system phenotype,muscle phenotype,liver/biliary system phenotype,limbs/digits/tail phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,digestive/alimentary phenotype,cellular phenotype,cardiovascular system phenotype,immune system phenotype,respiratory system phenotype,skeleton phenotype,vision/eye phenotype,hematopoietic system phenotype,mortality/aging,integument phenotype
16595	RELB	Relb	n				Relb<shep>,Relb<Tg(H2-K1/GH1)106Bri>,Relb<tm1Brv>,Relb<tm1Fwei>,Relb<tm1Ukl>	MGI:103289	MP:0005371 MP:0005381 MP:0005367 MP:0005387 MP:0005388 MP:0005370 MP:0005386 MP:0005389 MP:0010768 MP:0010771 MP:0005397 MP:0005385 MP:0005378 MP:0005369 MP:0005384 MP:0005376 MP:0005379	renal/urinary system phenotype,muscle phenotype,liver/biliary system phenotype,limbs/digits/tail phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,digestive/alimentary phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,respiratory system phenotype,reproductive system phenotype,hematopoietic system phenotype,mortality/aging,integument phenotype
16596	RELCH	2310035C23Rik	n				2310035C23Rik<em1(IMPC)J>	MGI:1922832		
16597	RELL1	Rell1	n					MGI:2140767		
16598	RELL2	Rell2	n				Rell2<tm1a(EUCOMM)Wtsi>	MGI:1918044		
16599	RELN	Reln	n				Reln<ctrdel>,Reln<m1Anu>,Reln<rl>,Reln<rl-2J>,Reln<rl-4J>,Reln<rl-5J>,Reln<rl-6J>,Reln<rl-7J>,Reln<rl-8J>,Reln<rl-Alb>,Reln<rl-Alb2>,Reln<rl-od>,Reln<rl-Orl>,Reln<rl-tg>,Reln<tm1.1Mhat>,Reln<tm1a(KOMP)Mbp>,Reln<tm1Her>	MGI:103022	MP:0005389 MP:0010768 MP:0005386 MP:0003631 MP:0005369 MP:0005381 MP:0005391 MP:0010771 MP:0005378 MP:0005384	nervous system phenotype,muscle phenotype,growth/size/body region phenotype,digestive/alimentary phenotype,cellular phenotype,behavior/neurological phenotype,reproductive system phenotype,vision/eye phenotype,mortality/aging,integument phenotype
16600	RELT	Relt	n					MGI:2443373		
16601	REM1	Rem1	n					MGI:1097696		
16602	REM2	Rem2	n					MGI:2155260		
16603	REN	Ren1	n				Ren1<em1Keij>,Ren1<tm1.1Sig>,Ren1<tm1.2Sig>,Ren1<tm1Afu>,Ren1<tm1Bjm>,Ren1<tm1Gom>,Ren1<tm1Mgfs>,Ren1<tm1Tkh>,Ren1<tm2(cre)Gom>,Ren1<tm3Gom>	MGI:97898	MP:0002873 MP:0010768 MP:0005385 MP:0005397 MP:0005386 MP:0005387 MP:0005367 MP:0003631 MP:0005369 MP:0005378 MP:0005376	normal phenotype,nervous system phenotype,renal/urinary system phenotype,muscle phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
16604	RENBP	Renbp	n				Renbp<tm1Csch>	MGI:105940	MP:0005376 MP:0005367	renal/urinary system phenotype,homeostasis/metabolism phenotype
16605	REP15	Rep15	n				Rep15<em1(IMPC)Tcp>	MGI:1913782		
16606	REPIN1	Repin1	n				Repin1<tm1.1Arte>,Repin1<tm1.2Arte>,Repin1<tm1a(EUCOMM)Wtsi>	MGI:1889817	MP:0005376 MP:0005378 MP:0005375	adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype
16607	REPS1	Reps1	n					MGI:1196373		
16608	REPS2	Reps2	n				Reps2<em1(IMPC)J>	MGI:2663511		
16609	RER1	Rer1	n				Rer1<Gt(RRN159)Byg>,Rer1<tm1.1(KOMP)Vlcg>,Rer1<tm1(KOMP)Vlcg>	MGI:1915080	MP:0005369 MP:0003631	nervous system phenotype,muscle phenotype
16610	RERE	Rere	n				Rere<eyes3>,Rere<Gt(PTO26)1Byg>,Rere<om>	MGI:2683486	MP:0005378 MP:0005382 MP:0005367 MP:0005380 MP:0010768 MP:0002873 MP:0005385 MP:0003631 MP:0005377 MP:0005391	normal phenotype,nervous system phenotype,renal/urinary system phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,embryo phenotype,craniofacial phenotype,cardiovascular system phenotype,vision/eye phenotype,mortality/aging
16611	RERG	Rerg	n					MGI:2665139		
16612	RERGL	Rergl	n					MGI:3642998		
16613	RESP18	Resp18	n				Resp18<tm1.1(KOMP)Vlcg>,Resp18<tm1(KOMP)Vlcg>,Resp18<tm1Mlit>	MGI:1098222	MP:0005378 MP:0005376 MP:0010768	homeostasis/metabolism phenotype,growth/size/body region phenotype,mortality/aging
16614	REST	Rest	n				Rest<Gt(D047E11)Wrst>,Rest<tm1.1Jhsi>,Rest<tm1.1Whk>,Rest<tm1.1Yasu>,Rest<tm1.2Yasu>,Rest<tm1a(EUCOMM)Wtsi>,Rest<tm1And>,Rest<tm1c(EUCOMM)Wtsi>,Rest<tm1Mlit>,Rest<tm1Ymat>,Rest<tm2a(EUCOMM)Wtsi>,Rest<tm2b(EUCOMM)Wtsi>	MGI:104897	MP:0005384 MP:0010768 MP:0005389 MP:0005378 MP:0005397 MP:0005385 MP:0005391 MP:0005371 MP:0003631 MP:0005386 MP:0005380	nervous system phenotype,limbs/digits/tail phenotype,growth/size/body region phenotype,embryo phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,reproductive system phenotype,vision/eye phenotype,hematopoietic system phenotype,mortality/aging
16615	RET	Ret	y	Hirschsprung's disease	DOID:10487	OMIM:142623;OMIM:600155;OMIM:600156;OMIM:606874;OMIM:606875;OMIM:608462;OMIM:611644;OMIM:613711;OMIM:613712	Ret<tm10(RET)Jmi>,Ret<tm1.1Ddg>,Ret<tm1.1Kln>,Ret<tm1.1Pern>,Ret<tm11(RET)Jmi>,Ret<tm1.1Vlcg>,Ret<tm1.2Ddg>,Ret<tm1.2Pern>,Ret<tm12(RET)Jmi>,Ret<tm13.1Jmi>,Ret<tm13Jmi>,Ret<tm14(Gfra1)Jmi>,Ret<tm1Cos>,Ret<tm1Cti>,Ret<tm1Ddg>,Ret<tm1Giro>,Ret<tm1Heno>,Ret<tm1Jmi>,Ret<tm1Kln>,Ret<tm1Mat>,Ret<tm1Pern>,Ret<tm1(RET)Vpa>,Ret<tm2.1Cos>,Ret<tm2.1Heno>,Ret<tm2Cos>,Ret<tm2(cre/ERT2)Ddg>,Ret<tm2(RET)Heno>,Ret<tm2(RET)Jmi>,Ret<tm2(RET)Vpa>,Ret<tm3.1(Bcl2l1)Heno>,Ret<tm3.1(RET)Jmi>,Ret<tm3Cos>,Ret<tm3(RET)Jmi>,Ret<tm3(RET)Vpa>,Ret<tm4(RET)Jmi>,Ret<tm4(RET)Vpa>,Ret<tm5(RET)Jmi>,Ret<tm5(RET)Vpa>,Ret<tm6.1Vpa>,Ret<tm6.2Vpa>,Ret<tm6(RET)Jmi>,Ret<tm7(RET)Jmi>,Ret<tm8(RET)Jmi>,Ret<tm9(RET)Jmi>	MGI:97902	MP:0005378 MP:0005379 MP:0005369 MP:0005384 MP:0005376 MP:0005367 MP:0005380 MP:0005388 MP:0005386 MP:0005389 MP:0010768 MP:0002873 MP:0002006 MP:0003631 MP:0005371 MP:0005381	neoplasm,normal phenotype,nervous system phenotype,renal/urinary system phenotype,muscle phenotype,limbs/digits/tail phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,digestive/alimentary phenotype,cellular phenotype,behavior/neurological phenotype,respiratory system phenotype,reproductive system phenotype,mortality/aging
16616	RETN	Retn	n				Retn<tm1.1Lex>,Retn<tm1Laz>,Retn<tm1Lex>	MGI:1888506	MP:0005370 MP:0005387 MP:0005375 MP:0005376	liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,immune system phenotype
